schema_name,table_name,table_type,column_name,column_position,data_type,is_nullable,column_comment
cashbook,reconciliations,table,approved_at,11,timestamp with time zone,YES,When the reconciliation was approved. Timestamp with timezone
cashbook,reconciliations,table,notes,12,text,YES,Free-form notes or commentary on the reconciliation
cashbook,reconciliations,table,created_by,13,uuid,YES,User who initiated the reconciliation → core.users.id
cashbook,reconciliations,table,created_at,14,timestamp with time zone,NO,Row creation timestamp. Timestamp with timezone
cashbook,reconciliations,table,updated_at,15,timestamp with time zone,NO,Last update timestamp. Timestamp with timezone
cashbook,statement_imports,table,id,1,uuid,NO,Primary key (UUID)
cashbook,statement_imports,table,bank_account_id,2,uuid,NO,Bank account this import belongs to → cashbook.bank_accounts.id
cashbook,statement_imports,table,file_name,3,character varying(255),NO,Original uploaded file name
cashbook,statement_imports,table,file_format,4,character varying(30),NO,"File format of the import (CSV, OFX, MT940, etc.). Default: CSV"
cashbook,statement_imports,table,import_date,5,timestamp with time zone,NO,When the import was processed. Timestamp with timezone
cashbook,statement_imports,table,line_count,6,integer,NO,Number of statement lines parsed from the file
cashbook,statement_imports,table,opening_balance,7,"numeric(19,2)",YES,"Opening balance declared in the statement file. Precision 19,2"
cashbook,statement_imports,table,closing_balance,8,"numeric(19,2)",YES,"Closing balance declared in the statement file. Precision 19,2"
cashbook,statement_imports,table,status,9,character varying(30),NO,"Import processing status (Imported, Processing, Error, etc.). Default: Imported"
cashbook,statement_imports,table,imported_by,10,uuid,YES,User who performed the import → core.users.id
cashbook,statement_imports,table,error_message,11,text,YES,Error details if the import failed
cashbook,statement_imports,table,created_at,12,timestamp with time zone,NO,Row creation timestamp. Timestamp with timezone
cashbook,statement_lines,table,id,1,uuid,NO,Primary key (UUID)
cashbook,statement_lines,table,bank_account_id,2,uuid,NO,Parent bank account → cashbook.bank_accounts.id
cashbook,statement_lines,table,import_id,3,uuid,YES,Batch import that created this line (nullable if manually entered)
cashbook,statement_lines,table,transaction_date,4,date,NO,Date the transaction was processed by the bank
cashbook,statement_lines,table,value_date,5,date,YES,Effective value date for interest calculation
cashbook,statement_lines,table,description,6,character varying(500),NO,Bank statement narrative / description (max 500 chars)
cashbook,statement_lines,table,reference,7,character varying(100),YES,Bank reference or cheque number
cashbook,statement_lines,table,debit,8,"numeric(19,2)",YES,"Debit amount (money out). Precision 19,2"
cashbook,statement_lines,table,credit,9,"numeric(19,2)",YES,"Credit amount (money in). Precision 19,2"
cashbook,statement_lines,table,balance,10,"numeric(19,2)",YES,"Running balance after this transaction. Precision 19,2"
cashbook,statement_lines,table,match_status,11,character varying(30),NO,"Reconciliation match state (Unmatched, Matched, Partial, etc.). Default: Unmatched"
cashbook,statement_lines,table,matched_to_id,12,uuid,YES,UUID of the matched document/transaction (polymorphic)
cashbook,statement_lines,table,matched_to_type,13,character varying(50),YES,"Type of the matched entity (e.g. Invoice, Payment, Journal)"
cashbook,statement_lines,table,matched_at,14,timestamp with time zone,YES,When the match was confirmed. Timestamp with timezone
cashbook,statement_lines,table,created_at,15,timestamp with time zone,NO,Row creation timestamp. Timestamp with timezone
cashbook,transaction_rules,table,id,1,uuid,NO,Primary key (UUID)
cashbook,transaction_rules,table,rule_name,2,character varying(255),NO,Human-readable name for the auto-matching rule
cashbook,transaction_rules,table,match_field,3,character varying(50),NO,"Statement line field to match against (description, reference)"
cashbook,transaction_rules,table,match_type,4,character varying(30),NO,"Matching strategy (contains, exact, starts_with). Default: contains"
cashbook,transaction_rules,table,match_value,5,character varying(255),NO,The text pattern to search for in the match field
cashbook,transaction_rules,table,target_account_id,6,uuid,YES,GL account to post matched entries to → finance.gl_accounts.id
cashbook,transaction_rules,table,target_type,7,character varying(50),YES,"GL account classification hint (Expense, Income, Asset, Liability)"
cashbook,transaction_rules,table,tax_code_id,8,uuid,YES,Tax code applied to auto-posted entries → finance.tax_codes.id
cashbook,transaction_rules,table,priority,9,integer,NO,Rule evaluation priority; lower number = higher priority. Default: 100
cashbook,transaction_rules,table,is_active,10,boolean,NO,Whether the rule is active and eligible for matching
cashbook,transaction_rules,table,dim_function_id,11,uuid,YES,Default Function dimension for auto-posted GL entries
cashbook,transaction_rules,table,dim_project_id,12,uuid,YES,Default Project dimension for auto-posted GL entries
cashbook,transaction_rules,table,dim_market_id,13,uuid,YES,Default Market dimension for auto-posted GL entries
cashbook,transaction_rules,table,created_by,14,uuid,YES,User who created the rule → core.users.id
cashbook,transaction_rules,table,created_at,15,timestamp with time zone,NO,Row creation timestamp. Timestamp with timezone
cashbook,transaction_rules,table,updated_at,16,timestamp with time zone,NO,Last update timestamp. Timestamp with timezone
core,audit_log,table,id,1,uuid,NO,"Primary key (UUID, auto-generated)"
core,audit_log,table,table_schema,2,character varying(100),YES,"PostgreSQL schema name of the audited table (e.g., inventory, finance)"
core,audit_log,table,table_name,3,character varying(100),YES,"Name of the audited table (e.g., products, journals)"
core,audit_log,table,record_id,4,text,YES,Primary key value of the audited record
core,audit_log,table,action,5,character varying(50),NO,"Type of change recorded (INSERT, UPDATE, DELETE)"
core,audit_log,table,old_values,6,jsonb,YES,JSONB snapshot of the row values before the change (NULL for INSERT)
core,audit_log,table,new_values,7,jsonb,YES,JSONB snapshot of the row values after the change (NULL for DELETE)
core,audit_log,table,changed_fields,8,text[],YES,Array of column names that were modified in this change
core,audit_log,table,user_id,9,uuid,YES,UUID of the user who performed the change (NULL for system actions)
core,audit_log,table,timestamp,10,timestamp with time zone,NO,Timestamp with timezone when the change occurred
core,branches,table,id,1,uuid,NO,"Primary key (UUID, auto-generated)"
core,branches,table,code,2,character varying(30),NO,"Unique short code identifying the branch/entity (e.g., JHB, CPT)"
core,branches,table,name,3,character varying(255),NO,Full name of the branch or organisational unit
core,branches,table,branch_type,4,character varying(30),NO,"Type of organisational unit (branch, entity, warehouse, etc.)"
core,branches,table,parent_id,5,uuid,YES,UUID of the parent branch for hierarchical org structures
core,branches,table,address,6,text,YES,Physical address of the branch
core,branches,table,contact_name,7,character varying(255),YES,Name of the primary contact person at the branch
core,branches,table,contact_phone,8,character varying(50),YES,Phone number of the primary contact person
core,branches,table,contact_email,9,character varying(255),YES,Email address of the primary contact person
core,branches,table,currency,10,character varying(3),YES,ISO 4217 currency code for the branch (default: ZAR)
core,branches,table,group_currency,11,character varying(3),YES,ISO 4217 group/consolidation currency code (if different from branch currency)
core,branches,table,logo_asset_id,12,uuid,YES,UUID reference to the uploaded logo asset for this branch
core,branches,table,is_active,13,boolean,NO,Whether this branch is currently active
core,branches,table,created_at,14,timestamp with time zone,NO,Timestamp with timezone when the branch was created
core,branches,table,updated_at,15,timestamp with time zone,NO,Timestamp with timezone when the branch was last modified
core,carton_barcode_config,table,id,1,uuid,NO,"Primary key (UUID, auto-generated)"
core,carton_barcode_config,table,entity_id,2,uuid,NO,Entity this barcode config belongs to (one config per entity)
core,carton_barcode_config,table,scheme,3,character varying(20),NO,"Barcode numbering scheme (per_entity, per_warehouse)"
core,carton_barcode_config,table,prefix,4,character varying(20),NO,String prefix for generated carton barcodes (default: CTN)
core,carton_barcode_config,table,padding,5,smallint,NO,"Zero-padding width for the numeric portion (1-12, default: 6)"
core,carton_barcode_config,table,created_at,6,timestamp with time zone,NO,Timestamp with timezone when the config was created
core,carton_barcode_config,table,updated_at,7,timestamp with time zone,NO,Timestamp with timezone when the config was last modified
core,countries,table,code,1,character(2),NO,"Primary key — ISO 3166-1 alpha-2 country code (e.g., ZA, US, GB)"
core,countries,table,name,2,character varying(100),NO,Full country name in English
core,countries,table,alpha3,3,character(3),YES,"ISO 3166-1 alpha-3 country code (e.g., ZAF, USA, GBR)"
core,countries,table,numeric_code,4,character(3),YES,"ISO 3166-1 numeric country code (e.g., 710, 840, 826)"
core,custom_field_definitions,table,id,1,uuid,NO,"Primary key (UUID, auto-generated)"
core,custom_field_definitions,table,entity_type,2,character varying(50),NO,"Target entity type this custom field applies to (e.g., customer, product, vendor)"
core,custom_field_definitions,table,field_name,3,character varying(100),NO,Machine-readable field name used in code and API
core,custom_field_definitions,table,field_type,4,character varying(30),NO,"Data type of the custom field (text, number, date, select, boolean, etc.)"
core,custom_field_definitions,table,field_label,5,character varying(200),NO,Human-readable label displayed in the UI
core,custom_field_definitions,table,description,6,text,YES,Optional description or help text for the field
core,custom_field_definitions,table,is_required,7,boolean,NO,Whether the field must be filled in when editing the parent entity
core,custom_field_definitions,table,select_options,8,text,YES,JSON array of allowed values when field_type is select
core,custom_field_definitions,table,display_order,9,integer,NO,Sort order for displaying custom fields in the UI (lower = first)
core,custom_field_definitions,table,is_active,10,boolean,NO,Whether this custom field definition is currently active
core,custom_field_definitions,table,created_at,11,timestamp with time zone,NO,Timestamp with timezone when the definition was created
core,custom_field_definitions,table,updated_at,12,timestamp with time zone,NO,Timestamp with timezone when the definition was last modified
core,custom_field_values,table,id,1,uuid,NO,"Primary key (UUID, auto-generated)"
core,custom_field_values,table,definition_id,2,uuid,NO,Custom field definition this value belongs to → core.custom_field_definitions.id
core,custom_field_values,table,entity_type,3,character varying(50),NO,"Entity type matching the parent definition (e.g., customer, product)"
core,custom_field_values,table,entity_id,4,uuid,NO,UUID of the specific entity instance this value is stored for
core,custom_field_values,table,field_value,5,text,YES,The stored value as text (cast to appropriate type based on definition)
core,custom_field_values,table,created_at,6,timestamp with time zone,NO,Timestamp with timezone when the value was first set
core,custom_field_values,table,updated_at,7,timestamp with time zone,NO,Timestamp with timezone when the value was last modified
core,document_search_archive,matview,id,1,uuid,YES,
core,document_search_archive,matview,document_type,2,text,YES,
core,document_search_archive,matview,document_number,3,character varying,YES,
core,document_search_archive,matview,counterparty_name,4,character varying(255),YES,
core,document_search_archive,matview,counterparty_id,5,uuid,YES,
core,document_search_archive,matview,status,6,character varying,YES,
core,document_search_archive,matview,document_date,7,date,YES,
core,document_search_archive,matview,amount,8,"numeric(19,2)",YES,
core,document_search_archive,matview,currency,9,character varying,YES,
core,document_search_archive,matview,href,10,text,YES,
core,document_search_archive,matview,entity_id,11,uuid,YES,
core,document_search_archive,matview,branch_id,12,uuid,YES,
core,document_search_archive,matview,search_vector,13,tsvector,YES,
core,document_search_archive,matview,created_at,14,timestamp with time zone,YES,
core,document_search_archive,matview,updated_at,15,timestamp with time zone,YES,
core,document_search_index,matview,id,1,uuid,YES,
core,document_search_index,matview,document_type,2,text,YES,
core,document_search_index,matview,document_number,3,character varying,YES,
core,document_search_index,matview,counterparty_name,4,character varying(255),YES,
core,document_search_index,matview,counterparty_id,5,uuid,YES,
core,document_search_index,matview,status,6,text,YES,
core,document_search_index,matview,document_date,7,date,YES,
core,document_search_index,matview,amount,8,"numeric(19,2)",YES,
core,document_search_index,matview,currency,9,character varying,YES,
core,document_search_index,matview,href,10,text,YES,
core,document_search_index,matview,entity_id,11,uuid,YES,
core,document_search_index,matview,branch_id,12,uuid,YES,
core,document_search_index,matview,search_vector,13,tsvector,YES,
core,document_search_index,matview,created_at,14,timestamp with time zone,YES,
core,document_search_index,matview,updated_at,15,timestamp with time zone,YES,
core,document_sequences,table,id,1,uuid,NO,
core,document_sequences,table,document_type,2,character varying(100),NO,
core,document_sequences,table,prefix,3,character varying(20),NO,
core,document_sequences,table,suffix,4,character varying(20),YES,
core,document_sequences,table,separator,5,character varying(5),YES,
core,document_sequences,table,current_number,6,integer,NO,
core,document_sequences,table,start_number,7,integer,NO,
core,document_sequences,table,padding,8,integer,NO,
core,document_sequences,table,entity_id,9,uuid,YES,
core,document_sequences,table,is_active,10,boolean,NO,
core,document_sequences,table,created_at,11,timestamp with time zone,NO,
core,document_sequences,table,updated_at,12,timestamp with time zone,NO,
core,document_sequences,table,sequence_type,13,character varying(20),NO,
core,document_sequences,table,fiscal_year,14,integer,YES,
core,hazard_classes,table,code,1,character varying(10),NO,"Primary key — UN GHS hazard class code (e.g., 2.1, 3, 6.1)"
core,hazard_classes,table,name,2,character varying(100),NO,"Official name of the hazard class (e.g., Flammable Gases, Toxic Substances)"
core,hazard_classes,table,description,3,text,YES,Detailed description of the hazard class and its scope
core,hazard_classes,table,packing_group_applicable,4,boolean,NO,"Whether UN packing groups (I, II, III) apply to this hazard class"
core,hs_codes,table,code,1,character varying(13),NO,Primary key — WCO Harmonized System code (up to 13 digits for country-specific tariff lines)
core,hs_codes,table,description,2,character varying(500),NO,Official HS code description of the goods classification
core,hs_codes,table,section,3,character varying(10),YES,"HS section number (Roman numeral grouping, e.g., I through XXI)"
core,hs_codes,table,chapter,4,character varying(5),YES,HS chapter number (first 2 digits of the code)
core,integration_api_call_log,table,id,1,uuid,NO,"Primary key (UUID, auto-generated)"
core,integration_api_call_log,table,entity_id,2,uuid,NO,Entity/branch the API call was made against
core,integration_api_call_log,table,api_key_id,3,uuid,YES,UUID of the integration API key used (NULL if not identified)
core,integration_api_call_log,table,fingerprint,4,character varying(8),YES,Short fingerprint of the API key used for quick identification
core,integration_api_call_log,table,request_id,5,character varying(64),NO,Unique request correlation ID for tracing across services
core,integration_api_call_log,table,method,6,character varying(10),NO,"HTTP method (GET, POST, PUT, PATCH, DELETE)"
core,integration_api_call_log,table,path,7,text,NO,"Request path (e.g., /api/v1/inventory/products)"
core,integration_api_call_log,table,http_status,8,integer,NO,HTTP response status code returned to the caller
core,integration_api_call_log,table,duration_ms,9,integer,NO,Total request processing time in milliseconds
core,integration_api_call_log,table,error_code,10,character varying(100),YES,Application error code if the request failed (NULL on success)
core,integration_api_call_log,table,created_at,11,timestamp with time zone,NO,Timestamp with timezone when the API call was logged
core,integration_api_keys,table,id,1,uuid,NO,"Primary key (UUID, auto-generated)"
core,integration_api_keys,table,entity_id,2,uuid,NO,Entity/branch this API key is scoped to → core.branches.id
core,integration_api_keys,table,fingerprint,3,character varying(8),NO,Unique 8-character fingerprint for key identification (shown in logs/UI)
core,integration_api_keys,table,token_hash,4,text,NO,Argon2id hash of the bearer token (plaintext is never stored)
core,integration_api_keys,table,display_name,5,character varying(255),NO,"Human-readable label for the API key (e.g., ""JRNYFLW Production"")"
core,integration_api_keys,table,created_by,6,uuid,NO,User who generated this API key → core.users.id
core,integration_api_keys,table,created_at,7,timestamp with time zone,NO,Timestamp with timezone when the key was created
core,integration_api_keys,table,last_used_at,8,timestamp with time zone,YES,Timestamp with timezone of the most recent successful API call using this key
core,integration_api_keys,table,revoked_at,9,timestamp with time zone,YES,Timestamp with timezone when the key was revoked (NULL if still active)
core,integration_api_keys,table,scopes,10,text[],NO,"Text array of permission scopes granted to this key (e.g., {inventory.read,orders.write})"
core,integration_api_keys,table,rate_limit,11,integer,YES,Maximum API requests per minute allowed for this key (default: 60)
core,integration_api_keys,table,pending_token_hash,12,text,YES,Argon2id hash of a new token during zero-downtime key rotation (NULL when not rotating)
core,integration_api_keys,table,pending_token_fingerprint,13,character varying(8),YES,Fingerprint of the pending rotation token (NULL when not rotating)
core,integration_api_keys,table,rotation_expires_at,14,timestamp with time zone,YES,Timestamp with timezone when the rotation grace period ends and old key is invalidated
core,integration_api_keys,table,last_rotated_at,15,timestamp with time zone,YES,Timestamp with timezone when the key was last rotated
core,license_state,table,id,1,uuid,NO,"Primary key (UUID, auto-generated)"
core,license_state,table,license_key,2,character varying(255),NO,Unique license key issued to the customer
core,license_state,table,license_type,3,character varying(50),NO,"License edition type (standard, professional, enterprise, etc.)"
core,license_state,table,entity_name,4,character varying(255),NO,Registered entity/company name on the license
core,license_state,table,max_users,5,text,NO,Maximum number of concurrent users allowed by the license (stored as text)
core,license_state,table,active_users,6,text,NO,Current count of active users consuming the license (stored as text)
core,license_state,table,valid_from,7,text,NO,"License validity start date (stored as text, ISO 8601)"
core,license_state,table,valid_until,8,text,NO,"License validity end date (stored as text, ISO 8601)"
core,license_state,table,modules,9,text[],YES,"Text array of licensed module names (e.g., {finance,inventory,sales})"
core,license_state,table,status,10,character varying(30),NO,"Current license status (active, expired, suspended, revoked)"
core,license_state,table,hardware_fingerprint,11,character varying(255),YES,Machine hardware fingerprint for license binding
core,license_state,table,tier,12,character varying(50),YES,"License tier level (standard, professional, enterprise)"
core,license_state,table,next_renewal_due,13,text,YES,"Date when the next license renewal is due (stored as text, ISO 8601)"
core,license_state,table,last_checked_at,14,timestamp with time zone,YES,Timestamp with timezone of the last license validation check
core,license_state,table,created_at,15,timestamp with time zone,NO,Timestamp with timezone when the license record was created
core,license_state,table,updated_at,16,timestamp with time zone,NO,Timestamp with timezone when the license record was last modified
core,notifications,table,id,1,uuid,NO,"Primary key (UUID, auto-generated)"
core,notifications,table,user_id,2,uuid,NO,UUID of the user this notification is addressed to
core,notifications,table,type,3,character varying(50),NO,"Notification type (e.g., approval_required, document_ready, stock_alert)"
core,notifications,table,title,4,character varying(255),NO,Short headline text displayed in the notification bell
core,notifications,table,message,5,text,NO,Full notification body text
core,notifications,table,context,6,jsonb,YES,JSONB payload with additional structured context for the notification
core,notifications,table,is_read,7,boolean,NO,Whether the user has read/dismissed the notification
core,notifications,table,link,8,character varying(500),YES,Optional URL or route the notification links to when clicked
core,notifications,table,created_at,9,timestamp with time zone,NO,Timestamp with timezone when the notification was created
core,org_units,table,id,1,uuid,NO,"Primary key (UUID, auto-generated)"
core,org_units,table,code,2,character varying(30),NO,Unique short code identifying the organisational unit
core,org_units,table,name,3,character varying(255),NO,Full name of the organisational unit
core,org_units,table,unit_type,4,character varying(30),NO,"Type of organisational unit (branch, entity, warehouse, etc.)"
core,org_units,table,parent_id,5,uuid,YES,UUID of the parent org unit for hierarchical structures
core,org_units,table,address,6,text,YES,Physical address of the organisational unit
core,org_units,table,contact_name,7,character varying(255),YES,Name of the primary contact person
core,org_units,table,contact_phone,8,character varying(50),YES,Phone number of the primary contact person
core,org_units,table,contact_email,9,character varying(255),YES,Email address of the primary contact person
core,org_units,table,logo_asset_id,10,uuid,YES,UUID reference to the uploaded logo asset for this org unit
core,org_units,table,is_active,11,boolean,NO,Whether this org unit is currently active
core,org_units,table,created_at,12,timestamp with time zone,NO,Timestamp with timezone when the org unit was created
core,org_units,table,updated_at,13,timestamp with time zone,NO,Timestamp with timezone when the org unit was last modified
core,password_reset_tokens,table,id,1,uuid,NO,"Primary key (UUID, auto-generated)"
core,password_reset_tokens,table,user_id,2,uuid,NO,User requesting the password reset → core.users.id
core,password_reset_tokens,table,token,3,character varying(255),NO,Unique opaque token sent to the user for password reset verification
core,password_reset_tokens,table,expires_at,4,timestamp with time zone,NO,Timestamp with timezone after which the token is no longer valid
core,password_reset_tokens,table,used_at,5,timestamp with time zone,YES,Timestamp with timezone when the token was consumed (NULL if unused)
core,password_reset_tokens,table,created_at,6,timestamp with time zone,NO,Timestamp with timezone when the token was generated
core,period_seals,table,id,1,uuid,NO,"Primary key (UUID, auto-generated)"
core,period_seals,table,period_id,2,uuid,NO,UUID of the financial period being sealed
core,period_seals,table,seal_type,3,character varying(30),NO,"Type of seal applied (hard, soft)"
core,period_seals,table,first_authoriser_id,4,uuid,NO,UUID of the first user who authorised the period seal
core,period_seals,table,first_authorised_at,5,timestamp with time zone,NO,Timestamp with timezone when the first authorisation was given
core,period_seals,table,second_authoriser_id,6,uuid,YES,UUID of the second user who authorised the period seal (four-eyes principle)
core,period_seals,table,second_authorised_at,7,timestamp with time zone,YES,Timestamp with timezone when the second authorisation was given
core,period_seals,table,seal_hash,8,character varying(128),YES,Cryptographic hash sealing the period data for tamper detection
core,period_seals,table,notes,9,text,YES,Optional notes recorded at the time of sealing
core,period_seals,table,created_at,10,timestamp with time zone,NO,Timestamp with timezone when the seal record was created
core,permissions,table,id,1,uuid,NO,"Primary key (UUID, auto-generated)"
core,permissions,table,code,2,character varying(200),NO,"Unique machine-readable permission code (e.g., inventory.products.create)"
core,permissions,table,name,3,character varying(200),NO,Human-readable permission name
core,permissions,table,module,4,character varying(100),NO,"Application module this permission belongs to (e.g., inventory, finance, sales)"
core,permissions,table,description,5,text,YES,Optional description of what this permission grants
core,permissions,table,created_at,6,timestamp with time zone,NO,Timestamp with timezone when the permission was created
core,role_permissions,table,role_id,1,uuid,NO,Role receiving the permission (composite PK) → core.roles.id
core,role_permissions,table,permission_id,2,uuid,NO,Permission being granted or denied (composite PK) → core.permissions.id
core,role_permissions,table,effect,3,character varying(10),NO,"Whether this entry grants or denies the permission (allow, deny)"
core,role_permissions,table,assigned_at,4,timestamp with time zone,NO,Timestamp with timezone when the permission was assigned to the role
core,roles,table,id,1,uuid,NO,"Primary key (UUID, auto-generated)"
core,roles,table,name,2,character varying(100),NO,"Unique human-readable role name (e.g., Admin, Warehouse Clerk)"
core,roles,table,description,3,text,YES,Optional description of the role purpose and scope
core,roles,table,is_system,4,boolean,NO,Whether this is a system-defined role that cannot be deleted
core,roles,table,created_at,5,timestamp with time zone,NO,Timestamp with timezone when the role was created
core,roles,table,updated_at,6,timestamp with time zone,NO,Timestamp with timezone when the role was last modified
core,sequences,table,id,1,uuid,NO,"Primary key (UUID, auto-generated)"
core,sequences,table,sequence_key,2,character varying(100),NO,"Unique key identifying the sequence purpose (e.g., SO, PO, INV)"
core,sequences,table,prefix,3,character varying(20),NO,"String prefix prepended to the generated number (e.g., SO-, PO-)"
core,sequences,table,current_value,4,integer,NO,Last issued numeric value in the sequence
core,sequences,table,padding,5,integer,NO,"Zero-padding width for the numeric portion (default: 5, e.g., 00001)"
core,sequences,table,description,6,character varying(255),YES,Human-readable description of what this sequence is used for
core,sequences,table,entity_id,7,uuid,YES,Optional entity UUID to scope the sequence per entity
core,sequences,table,created_at,8,timestamp with time zone,NO,Timestamp with timezone when the sequence was created
core,sequences,table,updated_at,9,timestamp with time zone,NO,Timestamp with timezone when the sequence was last modified
core,system_config,table,id,1,uuid,NO,"Primary key (UUID, auto-generated)"
core,system_config,table,config,2,jsonb,NO,JSONB object containing all system-level configuration key-value pairs
core,system_config,table,created_at,3,timestamp with time zone,NO,Timestamp with timezone when the config record was created
core,system_config,table,updated_at,4,timestamp with time zone,NO,Timestamp with timezone when the config was last modified
core,tjc_records,table,id,1,uuid,NO,"Primary key (UUID, auto-generated)"
core,tjc_records,table,record_type,2,character varying(50),NO,"Type of the chained record (e.g., sales_order, purchase_order, journal)"
core,tjc_records,table,record_id,3,uuid,NO,UUID of the source record being chained
core,tjc_records,table,record_number,4,character varying(50),NO,Human-readable document number of the chained record
core,tjc_records,table,parent_record_id,5,uuid,YES,UUID of the parent record in the transaction journey (NULL for chain roots)
core,tjc_records,table,parent_record_type,6,character varying(50),YES,Record type of the parent in the chain (NULL for chain roots)
core,tjc_records,table,chain_hash,7,character varying(128),NO,BLAKE3 hash combining previous_hash + payload_hash for chain integrity (128 hex chars)
core,tjc_records,table,previous_hash,8,character varying(128),YES,BLAKE3 hash of the preceding record in the chain (NULL for the first record)
core,tjc_records,table,payload_hash,9,character varying(128),NO,BLAKE3 hash of the record payload at time of chaining (128 hex chars)
core,tjc_records,table,created_by,10,uuid,YES,UUID of the user who created this chain entry
core,tjc_records,table,created_at,11,timestamp with time zone,NO,Timestamp with timezone when the chain entry was created
core,user_preferences,table,id,1,uuid,NO,"Primary key (UUID, auto-generated)"
core,user_preferences,table,user_id,2,uuid,NO,User these preferences belong to (one-to-one) → core.users.id
core,user_preferences,table,date_format,3,character varying(20),NO,Preferred date display format (default: YYYY-MM-DD)
core,user_preferences,table,number_thousands_separator,4,character varying(5),NO,Character used as thousands separator in numbers (default: comma)
core,user_preferences,table,number_decimal_separator,5,character varying(5),NO,Character used as decimal separator in numbers (default: period)
core,user_preferences,table,timezone,6,character varying(50),YES,IANA timezone identifier (default: Africa/Johannesburg)
core,user_preferences,table,dashboard_layout,7,jsonb,YES,JSONB storing the user custom dashboard widget layout
core,user_preferences,table,completed_tours,8,jsonb,YES,JSONB array of onboarding tour IDs the user has completed
core,user_preferences,table,created_at,9,timestamp with time zone,NO,Timestamp with timezone when the preferences record was created
core,user_preferences,table,updated_at,10,timestamp with time zone,NO,Timestamp with timezone when the preferences were last modified
core,user_roles,table,id,1,uuid,NO,"Primary key (UUID, auto-generated)"
core,user_roles,table,user_id,2,uuid,NO,User assigned to the role → core.users.id
core,user_roles,table,role_id,3,uuid,NO,Role being assigned → core.roles.id
core,user_roles,table,scope_type,4,character varying(30),YES,"Optional scope restriction type (entity, branch, warehouse, or NULL for global)"
core,user_roles,table,scope_id,5,uuid,YES,UUID of the scoped org unit when scope_type is set
core,user_roles,table,assigned_at,6,timestamp with time zone,NO,Timestamp with timezone when the role was assigned to the user
core,users,table,id,1,uuid,NO,"Primary key (UUID, auto-generated)"
core,users,table,email,2,character varying(255),NO,Unique login email address for the user
core,users,table,password_hash,3,text,NO,Hashed password (never stored in plaintext)
core,users,table,first_name,4,character varying(100),NO,User first name
core,users,table,last_name,5,character varying(100),NO,User last name
core,users,table,display_name,6,character varying(200),YES,Optional display name shown in the UI (overrides first + last)
core,users,table,mobile,7,character varying(50),YES,User mobile phone number
core,users,table,is_active,8,boolean,NO,Whether the user account is active and can log in
core,users,table,failed_login_attempts,9,integer,NO,Count of consecutive failed login attempts since last successful login
core,users,table,locked_until,10,timestamp with time zone,YES,Timestamp with timezone until which the account is locked due to failed attempts
core,users,table,lockout_threshold,11,integer,NO,Number of failed attempts before the account is locked (default: 5)
core,users,table,default_entity_id,12,uuid,YES,Default entity (company/branch) loaded on login
core,users,table,default_branch_id,13,uuid,YES,Default branch loaded on login
core,users,table,last_login_at,14,timestamp with time zone,YES,Timestamp with timezone of the most recent successful login
core,users,table,password_changed_at,15,timestamp with time zone,YES,Timestamp with timezone when the password was last changed
core,users,table,created_at,16,timestamp with time zone,NO,Timestamp with timezone when the user record was created
